Gene_ID,Cas9_Status,Cas9_LHR,Cas9_gBlock,Cas9_RHR,Cas9_gRNA,Cas9_gBlock_size,Cpf1_Status,Cpf1_LHR,Cpf1_gBlock,Cpf1_RHR,Cpf1_gRNA,Cpf1_gBlock_size,Enzyme_recommended
PF3D7_0424700.1,Warning,Success,Success,Warning,Success,89,Warning,Success,Success,Warning,Warning,219,Cas9
PF3D7_0415800.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,476,Cpf1
PF3D7_1401500.1,Success,Success,Success,Success,Success,195,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_1253500.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,415,Cpf1
PF3D7_1015700.2,Success,Success,Success,Success,Success,62,Success,Success,Success,Success,Success,156,Cas9
PF3D7_1015700.1,Success,Success,Success,Success,Success,125,Warning,Success,Success,Success,Warning,170,Cas9
PF3D7_0408700.1,Success,Success,Success,Success,Success,184,Success,Success,Success,Success,Success,184,Either
PF3D7_1423800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0318800.1,Success,Success,Success,Success,Success,211,Success,Success,Success,Success,Success,140,Cpf1
PF3D7_1014200.1,Success,Success,Success,Success,Success,226,Success,Success,Success,Success,Success,373,Cas9
PF3D7_1471400.1,Success,Success,Success,Success,Success,197,Success,Success,Success,Success,Success,197,Either
PF3D7_0904800.1,Warning,Success,Success,Success,Warning,334,Success,Success,Success,Success,Success,109,Cpf1
PF3D7_0607900.1,Success,Success,Success,Success,Success,200,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_0526900.1,Warning,Success,Success,Warning,Success,298,Warning,Success,Success,Warning,Success,203,Cpf1
PF3D7_0103600.1,Success,Success,Success,Success,Success,185,Success,Success,Success,Success,Success,214,Cas9
PF3D7_1436700.1,Success,Success,Success,Success,Success,117,Success,Success,Success,Success,Success,218,Cas9
PF3D7_0215900.1,Warning,Warning,Success,Success,Warning,196,Warning,Warning,Success,Success,Success,197,Cpf1
PF3D7_0701900.1,Success,Success,Success,Success,Success,301,Success,Success,Success,Success,Success,140,Cpf1
PF3D7_1031500.1,Success,Success,Success,Success,Success,112,Success,Success,Success,Success,Success,167,Cas9
PF3D7_0712500.1,Success,Success,Success,Success,Success,142,Success,Success,Success,Success,Success,142,Either
PF3D7_1228600.1,Success,Success,Success,Success,Success,317,Success,Success,Success,Success,Success,252,Cpf1
PF3D7_1121500.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,175,Cpf1
PF3D7_0730000.1,Warning,Warning,Success,Success,Success,218,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0108300.1,Warning,Success,Success,Warning,Success,458,Warning,Success,Success,Warning,Warning,370,Cas9
PF3D7_1311300.1,Warning,Success,Warning,Success,Success,118,Success,Success,Success,Success,Success,141,Cpf1
PF3D7_1419700.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,145,Either
PF3D7_1229600.1,Success,Success,Success,Success,Success,114,Success,Success,Success,Success,Success,114,Either
PF3D7_1451800.1,Success,Success,Success,Success,Success,133,Success,Success,Success,Success,Success,194,Cas9
PF3D7_1033400.1,Success,Success,Success,Success,Success,196,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1113500.1,Warning,Success,Success,Success,Warning,284,Success,Success,Success,Success,Success,243,Cpf1
PF3D7_0515400.1,Success,Success,Success,Success,Success,158,Success,Success,Success,Success,Success,158,Either
PF3D7_1253900.1,Warning,Success,Success,Success,Warning,369,Success,Success,Success,Success,Success,318,Cpf1
PF3D7_1418900.1,Success,Success,Success,Success,Success,161,Success,Success,Success,Success,Success,239,Cas9
PF3D7_0413400.1,Success,Success,Success,Success,Success,0,Success,Success,Success,Success,Success,131,Cas9
PF3D7_1035200.1,Success,Success,Success,Success,Success,122,Success,Success,Success,Success,Success,122,Either
PF3D7_1130900.1,Success,Success,Success,Success,Success,105,Warning,Success,Success,Success,Warning,348,Cas9
PF3D7_1253400.1,Warning,Success,Success,Warning,Warning,307,Warning,Success,Success,Warning,Success,360,Cpf1
PF3D7_1415000.1,Warning,Success,Success,Warning,Success,339,Warning,Success,Success,Warning,Success,154,Cpf1
PF3D7_1458200.1,Warning,Warning,Success,Success,Success,294,Success,Success,Success,Success,Success,137,Cpf1
PF3D7_1434600.1,Success,Success,Success,Success,Success,212,Success,Success,Success,Success,Success,335,Cas9
malmito_rna_RNA,Warning,Success,Warning,Success,Success,5,Success,Success,Success,Success,Success,5,Cpf1
PF3D7_1331700.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,365,Cas9
PF3D7_0416300.1,Warning,Success,Success,Success,Warning,140,Success,Success,Success,Success,Success,11,Cpf1
PF3D7_0305800.1,Success,Success,Success,Success,Success,132,Success,Success,Success,Success,Success,116,Cpf1
PF3D7_0318200.1,Success,Success,Success,Success,Success,134,Success,Success,Success,Success,Success,294,Cas9
PF3D7_1339400.1,Success,Success,Success,Success,Success,187,Success,Success,Success,Success,Success,228,Cas9
PF3D7_1149700.1,Success,Success,Success,Success,Success,190,Warning,Warning,Success,Success,Success,255,Cas9
PF3D7_0713500.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,470,Cpf1
PF3D7_0916800.1,Warning,Warning,Success,Warning,Warning,130,Warning,Warning,Success,Success,Success,107,Cpf1
PF3D7_1105800.1,Warning,Success,Success,Warning,Success,128,Warning,Success,Success,Warning,Success,115,Cpf1
PF3D7_1247500.1,Warning,Success,Success,Success,Warning,428,Success,Success,Success,Success,Success,377,Cpf1
PF3D7_0414800.1,Warning,Success,Success,Success,Warning,215,Warning,Success,Success,Success,Warning,514,Cas9
PF3D7_0808200.1,Success,Success,Success,Success,Success,122,Success,Success,Success,Success,Success,185,Cas9
PF3D7_0413300.1,Success,Success,Success,Success,Success,272,Success,Success,Success,Success,Success,433,Cas9
PF3D7_1136700.2,Success,Success,Success,Success,Success,482,Success,Success,Success,Success,Success,395,Cpf1
PF3D7_1136700.1,Success,Success,Success,Success,Success,482,Success,Success,Success,Success,Success,395,Cpf1
PF3D7_0415900.1,Success,Success,Success,Success,Success,118,Success,Success,Success,Success,Success,341,Cas9
PF3D7_1243200.1,Error,-,-,-,Error,0,Warning,Warning,Success,Success,Success,249,Cpf1
PF3D7_0816700.1,Success,Success,Success,Success,Success,67,Warning,Success,Success,Success,Warning,63,Cas9
PF3D7_0726100.1,Success,Success,Success,Success,Success,271,Success,Success,Success,Success,Success,373,Cas9
PF3D7_1422000.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,95,Cpf1
PF3D7_0815600.1,Success,Success,Success,Success,Success,172,Success,Success,Success,Success,Success,161,Cpf1
PF3D7_1321000.1,Warning,Success,Success,Success,Warning,136,Success,Success,Success,Success,Success,386,Cpf1
PF3D7_1330500.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_1201400.1,Success,Success,Success,Success,Success,131,Success,Success,Success,Success,Success,106,Cpf1
PF3D7_0936700.1,Success,Success,Success,Success,Success,216,Success,Success,Success,Success,Success,398,Cas9
PF3D7_0831750.1,Warning,Success,Success,Warning,Success,276,Warning,Success,Success,Warning,Success,332,Cas9
PF3D7_1103700.1,Success,Success,Success,Success,Success,362,Success,Success,Success,Success,Success,218,Cpf1
PF3D7_0727000.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,329,Cas9
PF3D7_1130500.1,Success,Success,Success,Success,Success,128,Success,Success,Success,Success,Success,185,Cas9
PF3D7_1471100.1,Success,Success,Success,Success,Success,252,Success,Success,Success,Success,Success,199,Cpf1
PF3D7_API04700.,Warning,Success,Success,Warning,Success,478,Warning,Success,Success,Warning,Warning,478,Cas9
PF3D7_0515800.1,Success,Success,Success,Success,Success,199,Warning,Warning,Success,Success,Success,252,Cas9
PF3D7_API01800.,Warning,Warning,Warning,Warning,Success,387,Warning,Warning,Warning,Warning,Success,387,Either
PF3D7_0921800.1,Success,Success,Success,Success,Success,106,Success,Success,Success,Success,Success,113,Cas9
PF3D7_1224800.1,Warning,Success,Success,Warning,Success,123,Warning,Success,Success,Warning,Success,278,Cas9
PF3D7_1123600.1,Success,Success,Success,Success,Success,136,Success,Success,Success,Success,Success,267,Cas9
PF3D7_0626840_p,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,112,Cpf1
PF3D7_0903000.1,Success,Success,Success,Success,Success,144,Success,Success,Success,Success,Success,149,Cas9
PF3D7_1148100_p,Warning,Success,Success,Success,Warning,131,Success,Success,Success,Success,Success,131,Cpf1
PF3D7_1348900.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,352,Cas9
PF3D7_1311600.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,377,Cpf1
PF3D7_1122300.1,Success,Success,Success,Success,Success,457,Success,Success,Success,Success,Success,335,Cpf1
PF3D7_1456000.1,Success,Success,Success,Success,Success,156,Success,Success,Success,Success,Success,94,Cpf1
PF3D7_1318300.1,Warning,Success,Success,Success,Warning,394,Success,Success,Success,Success,Success,327,Cpf1
PF3D7_1325400.1,Warning,Success,Success,Success,Warning,142,Warning,Success,Success,Success,Warning,298,Cas9
PF3D7_1210200.1,Success,Success,Success,Success,Success,275,Success,Success,Success,Success,Success,353,Cas9
PF3D7_0320500.1,Success,Success,Success,Success,Success,217,Success,Success,Success,Success,Success,446,Cas9
PF3D7_1131100.1,Success,Success,Success,Success,Success,273,Warning,Success,Success,Warning,Success,181,Cas9
PF3D7_1002100.1,Success,Success,Success,Success,Success,114,Success,Success,Success,Success,Success,273,Cas9
PF3D7_0408600.1,Success,Success,Success,Success,Success,230,Success,Success,Success,Success,Success,386,Cas9
PF3D7_1452200.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,130,Cpf1
PF3D7_1104800.1,Success,Success,Success,Success,Success,85,Success,Success,Success,Success,Success,85,Either
PF3D7_1147200.1,Error,-,-,-,Error,0,Warning,Success,Warning,Success,Success,217,Cpf1
PF3D7_0626100.1,Success,Success,Success,Success,Success,56,Success,Success,Success,Success,Success,56,Either
PF3D7_1124800.1,Warning,Success,Warning,Success,Success,152,Success,Success,Success,Success,Success,134,Cpf1
PF3D7_1403100.1,Success,Success,Success,Success,Success,129,Success,Success,Success,Success,Success,129,Either
PF3D7_1136600.1,Success,Success,Success,Success,Success,129,Warning,Success,Success,Warning,Warning,332,Cas9
PF3D7_0312200.1,Success,Success,Success,Success,Success,319,Warning,Success,Success,Success,Warning,406,Cas9
PF3D7_0217100.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,320,Cas9
PF3D7_0113700.1,Success,Success,Success,Success,Success,242,Success,Success,Success,Success,Success,140,Cpf1
PF3D7_1232300.1,Success,Success,Success,Success,Success,87,Success,Success,Success,Success,Success,87,Either
PF3D7_1372300.1,Success,Success,Success,Success,Success,243,Success,Success,Success,Success,Success,293,Cas9
PF3D7_1417700.1,Success,Success,Success,Success,Success,124,Warning,Success,Success,Success,Warning,69,Cas9
PF3D7_1001200.1,Success,Success,Success,Success,Success,229,Success,Success,Success,Success,Success,254,Cas9
PF3D7_1305800.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1016600.1,Success,Success,Success,Success,Success,427,Success,Success,Success,Success,Success,179,Cpf1
PF3D7_1423400.1,Success,Success,Success,Success,Success,210,Warning,Success,Success,Success,Warning,136,Cas9
PF3D7_0219500.1,Success,Success,Success,Success,Success,464,Success,Success,Success,Success,Success,386,Cpf1
PF3D7_0706100.1,Success,Success,Success,Success,Success,137,Success,Success,Success,Success,Success,137,Either
PF3D7_0514800.1,Success,Success,Success,Success,Success,376,Success,Success,Success,Success,Success,374,Cpf1
PF3D7_1451900.1,Success,Success,Success,Success,Success,255,Success,Success,Success,Success,Success,409,Cas9
PF3D7_0824000.1,Warning,Success,Success,Warning,Warning,265,Success,Success,Success,Success,Success,387,Cpf1
PF3D7_0818800.1,Success,Success,Success,Success,Success,413,Warning,Warning,Warning,Success,Success,413,Cas9
PF3D7_0902000.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,232,Cas9
PF3D7_1359400.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,363,Cas9
PF3D7_0631500.1,Warning,Success,Success,Success,Warning,392,Success,Success,Success,Success,Success,366,Cpf1
PF3D7_1200400.1,Warning,Success,Success,Success,Warning,386,Success,Success,Success,Success,Success,395,Cpf1
PF3D7_1445500.1,Success,Success,Success,Success,Success,346,Success,Success,Success,Success,Success,228,Cpf1
PF3D7_0415400.1,Success,Success,Success,Success,Success,176,Success,Success,Success,Success,Success,176,Either
PF3D7_0720600.1,Success,Success,Success,Success,Success,266,Success,Success,Success,Success,Success,137,Cpf1
PF3D7_0726000.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1208700.1,Warning,Success,Success,Success,Warning,149,Success,Success,Success,Success,Success,149,Cpf1
PF3D7_1437100.1,Warning,Success,Success,Success,Warning,118,Success,Success,Success,Success,Success,208,Cpf1
PF3D7_0215000.1,Success,Success,Success,Success,Success,386,Success,Success,Success,Success,Success,342,Cpf1
PF3D7_1147900.1,Success,Success,Success,Success,Success,172,Success,Success,Success,Success,Success,222,Cas9
PF3D7_1407400.1,Success,Success,Success,Success,Success,108,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_0920800.1,Success,Success,Success,Success,Success,188,Success,Success,Success,Success,Success,359,Cas9
PF3D7_0218700.1,Warning,Success,Success,Warning,Success,153,Warning,Success,Success,Warning,Success,153,Either
PF3D7_0505700.1,Success,Success,Success,Success,Success,164,Warning,Success,Success,Success,Warning,7,Cas9
PF3D7_0800800.1,Success,Success,Success,Success,Success,132,Success,Success,Success,Success,Success,245,Cas9
PF3D7_1410900.1,Success,Success,Success,Success,Success,140,Success,Success,Success,Success,Success,201,Cas9
PF3D7_1450400.1,Warning,Success,Success,Warning,Success,370,Warning,Success,Success,Warning,Success,370,Either
PF3D7_0522000.1,Success,Success,Success,Success,Success,96,Warning,Success,Success,Success,Warning,178,Cas9
PF3D7_1103000.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,273,Cpf1
PF3D7_1041200.1,Success,Success,Success,Success,Success,232,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_0921900.1,Warning,Success,Success,Success,Warning,465,Success,Success,Success,Success,Success,371,Cpf1
PF3D7_1345600.1,Success,Success,Success,Success,Success,190,Success,Success,Success,Success,Success,217,Cas9
PF3D7_1372200.1,Success,Success,Success,Success,Success,134,Success,Success,Success,Success,Success,299,Cas9
PF3D7_1207000.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,160,Cpf1
PF3D7_0106700.1,Success,Success,Success,Success,Success,422,Success,Success,Success,Success,Success,424,Cas9
PF3D7_1005300.1,Warning,Success,Success,Success,Warning,302,Success,Success,Success,Success,Success,302,Cpf1
PF3D7_0805800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,320,Cpf1
PF3D7_1439100.1,Warning,Success,Success,Success,Warning,103,Warning,Success,Success,Success,Warning,24,Cpf1
PF3D7_1470900.1,Success,Success,Success,Success,Success,0,Success,Success,Success,Success,Success,268,Cas9
PF3D7_0300800.1,Success,Success,Success,Success,Success,346,Success,Success,Success,Success,Success,357,Cas9
PF3D7_1325100.1,Success,Success,Success,Success,Success,305,Success,Success,Success,Success,Success,199,Cpf1
PF3D7_API02400.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1002000.1,Success,Success,Success,Success,Success,146,Success,Success,Success,Success,Success,131,Cpf1
PF3D7_0614600.1,Warning,Success,Success,Success,Warning,505,Error,-,-,-,Error,0,Cas9
PF3D7_0905600.1,Warning,Success,Success,Success,Warning,359,Warning,Success,Success,Warning,Warning,489,Cas9
PF3D7_1444500.1,Warning,Success,Success,Success,Warning,445,Success,Success,Success,Success,Success,403,Cpf1
PF3D7_0104100.1,Warning,Success,Success,Success,Warning,481,Success,Success,Success,Success,Success,456,Cpf1
PF3D7_1133400.1,Success,Success,Success,Success,Success,148,Warning,Success,Success,Warning,Success,383,Cas9
PF3D7_0500900.1,Warning,Success,Success,Warning,Success,132,Warning,Success,Success,Warning,Success,237,Cas9
PF3D7_1364800.1,Success,Success,Success,Success,Success,63,Warning,Success,Success,Success,Warning,97,Cas9
PF3D7_1220900.1,Success,Success,Success,Success,Success,273,Success,Success,Success,Success,Success,431,Cas9
